stitle,xpostDate,xbody,xcreatedDate,xAddress,GTag_longitude,GTag_latitude
垃圾清運點：臺北市文山區辛亥路四段77巷96號,2010/11/8 下午 06:23:00,車號：94-S377，車次：第3車，時間：22:00~22:01,2012/3/1 上午 06:44:00,臺北市文山區辛亥路四段77巷96號,121.560481,25.008817
垃圾清運點：臺北市文山區興隆路二段207巷9弄1號旁,2010/12/2 下午 10:06:00,車號：94-S378，車次：第2車，時間：20:02~20:04,2012/3/1 上午 06:44:00,臺北市文山區興隆路二段207巷9弄1號旁,121.545144,24.998813
垃圾清運點：臺北市文山區興隆路一段70巷13號前,2010/11/8 下午 06:23:00,車號：94-S379，車次：第1車，時間：17:11~17:16,2012/3/1 上午 06:44:00,臺北市文山區興隆路一段70巷13號前,121.540049,25.001866
垃圾清運點：臺北市文山區萬盛街25號旁,2010/11/8 下午 06:23:00,車號：94-S379，車次：第3車，時間：21:39~21:43,2012/3/1 上午 06:44:00,臺北市文山區萬盛街25號旁,121.540582,25.006229
垃圾清運點：臺北市文山區辛亥路六段88號前,2010/12/2 下午 09:47:00,車號：94-S380，車次：第2車，時間：19:35~19:37,2012/3/1 上午 06:44:00,臺北市文山區辛亥路六段88號前,121.5523481,24.98882954
垃圾清運點：臺北市文山區恆光街30巷20號,2010/11/8 下午 06:23:00,車號：94-S380，車次：第3車，時間：22:00~22:03,2012/3/1 上午 06:44:00,臺北市文山區恆光街30巷20號,121.566198,24.981939
垃圾清運點：臺北市文山區政大一街320巷1號旁,2011/1/26 下午 01:57:00,車號：94-S382，車次：第2車，時間：19:25~19:27,2012/3/1 上午 06:44:00,臺北市文山區政大一街320巷1號旁,121.58577,24.986308
垃圾清運點：臺北市文山區木柵路三段85巷23弄14號唐莊,2010/11/8 下午 06:23:00,車號：94-S382，車次：第3車，時間：21:32~21:35,2012/3/1 上午 06:44:00,臺北市文山區木柵路三段85巷23弄14號唐莊,121.568228,24.989607
垃圾清運點：臺北市文山區萬壽路61巷39號,2011/1/18 上午 10:55:00,車號：96-S408，車次：第1車，時間：14:40-14:41(一.五各收1次),2012/3/1 上午 06:44:00,臺北市文山區萬壽路61巷39號,121.589951,24.986625
垃圾清運點：臺北市文山區指南路三段40巷20之3號（八月桂花香）,2011/8/22 上午 10:20:00,車號：96-S408，車次：第2車，時間：15:48~15:51,2012/3/1 上午 06:44:00,臺北市文山區指南路三段40巷20之3號（八月桂花香）,121.5972,24.9697
垃圾清運點：臺北市文山區指南路三段58之72號（水綱琴）,2011/8/22 上午 10:21:00,車號：96-S408，車次：第2車，時間：16:11~16:12,2012/3/1 上午 06:45:00,臺北市文山區指南路三段58之72號（水綱琴）,121.5801,24.9839
垃圾清運點：臺北市文山區指南路三段38巷22至26號〈大觀園〉,2011/8/22 上午 10:28:00,車號：96-S408，車次：第3車，時間：18:32~18:33,2012/3/1 上午 06:45:00,臺北市文山區指南路三段38巷22至26號〈大觀園〉,121.5869,24.9764
垃圾清運點：臺北市文山區老泉街24之1號、24之5號〈里長〉,2011/8/22 上午 10:29:00,車號：96-S408，車次：第3車，時間：19:17~19:19,2012/3/1 上午 06:45:00,臺北市文山區老泉街24之1號、24之5號〈里長〉,121.5601,24.9755
垃圾清運點：臺北市文山區木柵路四段159巷186號,2010/11/8 下午 06:23:00,車號：96-S408，車次：第3車，時間：20:13~20:15,2012/3/1 上午 06:45:00,臺北市文山區木柵路四段159巷186號,121.577225,25.004661
垃圾清運點：臺北市北投區大業路雙全街口,2010/11/8 下午 06:23:00,車號：88-992，車次：第1車，時間：16:36~16:39,2012/3/1 上午 06:45:00,臺北市北投區大業路雙全街口,121.5598345,25.091075
垃圾清運點：臺北市北投區秀山橋上,2010/11/8 下午 06:23:00,車號：88-992，車次：第2車，時間：17:54~17:55,2012/3/1 上午 06:45:00,臺北市北投區秀山橋上,121.5598345,25.091075
垃圾清運點：臺北市北投區光明路218號前,2010/11/8 下午 06:23:00,車號：88-992，車次：第3車，時間：19:35~19:36,2012/3/1 上午 06:45:00,臺北市北投區光明路218號前,121.5598345,25.091075
垃圾清運點：臺北市北投區中央北路二段66巷口,2010/11/8 下午 06:23:00,車號：88-992，車次：第4車，時間：21:17~21:19,2012/3/1 上午 06:45:00,臺北市北投區中央北路二段66巷口,121.5598345,25.091075
垃圾清運點：臺北市北投區洲美街29巷對面,2010/11/8 下午 06:23:00,車號：90-906，車次：第1車，時間：18:03~18:05,2012/3/1 上午 06:45:00,臺北市北投區洲美街29巷對面,121.508238,25.098138
垃圾清運點：臺北市北投區中央北路四段一德宮前,2011/11/8 上午 11:24:00,車號：90-906，車次：第1車，時間：19:12~19:15,2012/3/1 上午 06:45:00,臺北市北投區中央北路四段一德宮前,121.4693859,25.1283005
垃圾清運點：臺北市北投區知行路316巷口,2010/11/8 下午 06:23:00,車號：90-906，車次：第3車，時間：21:39~21:41,2012/3/1 上午 06:45:00,臺北市北投區知行路316巷口,121.5598345,25.091075
垃圾清運點：臺北市北投區復興三路201巷46號白宮山莊(回收車收運),2010/11/8 下午 06:23:00,車號：90-910，車次：第1車，時間：17:24~17:28,2012/3/1 上午 06:45:00,臺北市北投區復興三路201巷46號白宮山莊(回收車收運),121.5598345,25.091075
垃圾清運點：臺北市北投區大業路300巷19號前,2010/11/8 下午 06:23:00,車號：90-910，車次：第3車，時間：19:48~19:49,2012/3/1 上午 06:45:00,臺北市北投區大業路300巷19號前,121.498559,25.128123
垃圾清運點：臺北市北投區公館路144號前,2010/11/8 下午 06:23:00,車號：90-910，車次：第4車，時間：21:08~21:09,2012/3/1 上午 06:45:00,臺北市北投區公館路144號前,121.506221,25.124388
垃圾清運點：臺北市北投區東華街二段114號礦務局旁,2011/7/28 下午 06:00:00,車號：92-994，車次：第二車，時間：19:26-19:30,2012/3/1 上午 06:45:00,臺北市北投區東華街二段114號礦務局旁,121.512896,25.118826
垃圾清運點：臺北市北投區致遠一路二段35巷口,2011/7/28 下午 06:01:00,車號：92-994，車次：第三車，時間：21:40-21:45,2012/3/1 上午 06:45:00,臺北市北投區致遠一路二段35巷口,121.513722,25.111411
垃圾清運點：臺北市北投區西安街一段355號前,2011/7/28 下午 06:03:00,車號：92-995，車次：第二車，時間：20:05-20:07,2012/3/1 上午 06:45:00,臺北市北投區西安街一段355號前,121.515476,25.114033
垃圾清運點：臺北市北投區泉源路32號,2010/11/8 下午 06:23:00,車號：92-996，車次：第1車，時間：18:14~18:28,2012/3/1 上午 06:45:00,臺北市北投區泉源路32號,121.506637,25.140115
垃圾清運點：臺北市中山區吉林路14巷13之1號前,2010/11/8 下午 06:23:00,車號：93-583，車次：第2車，時間：18:58~19:04,2012/3/1 上午 06:40:00,臺北市中山區吉林路14巷13之1號前,121.528391,25.050539
垃圾清運點：臺北市中山區八德路二段335號前,2010/11/30 上午 10:18:00,車號：96-032，車次：第2車，時間：18:45~18:51,2012/3/1 上午 06:40:00,臺北市中山區八德路二段335號前,121.543367,25.04755
垃圾清運點：臺北市中山區龍江路23號,2010/11/8 下午 06:23:00,車號：96-032，車次：第2車，時間：19:04~19:14,2012/3/1 上午 06:40:00,臺北市中山區龍江路23號,121.540499,25.047894
垃圾清運點：臺北市中山區民生東路二段125號前,2010/11/25 下午 12:26:00,車號：98-006，車次：第2車，時間：19:40~19:45,2012/3/1 上午 06:40:00,臺北市中山區民生東路二段125號前,121.532107,25.058228
垃圾清運點：臺北市中山區吉林路163號前,2011/3/24 上午 10:53:00,車號：98-006，車次：第2車，時間：19:51~20:00,2012/3/1 上午 06:40:00,臺北市中山區吉林路163號前,121.530406,25.059053
垃圾清運點：臺北市中正區開封街一段3號,2011/1/4 上午 11:10:00,車號：90-901，車次：第1車，時間：16:48~17:03,2012/3/1 上午 06:40:00,臺北市中正區開封街一段3號,121.508565,25.046329
垃圾清運點：臺北市中正區北平西路56號,2011/9/2 下午 06:50:00,車號：90-901，車次：第2車，時間：21:15~21:20,2012/3/1 上午 06:40:00,臺北市中正區北平西路56號,121.512986,25.0480579
垃圾清運點：臺北市中正區中華路二段177號前,2011/3/28 下午 05:24:00,車號：90-949，車次：第1車，時間：18:12-18:14,2012/3/1 上午 06:40:00,臺北市中正區中華路二段177號前,121.504301,25.030366
垃圾清運點：臺北市中正區中華路二段151號前,2011/3/28 下午 05:24:00,車號：90-949，車次：第1車，時間：18:18-18:21,2012/3/1 上午 06:40:00,臺北市中正區中華路二段151號前,121.5041844,25.031329
垃圾清運點：臺北市中正區寧波西街234號旁,2010/11/8 下午 06:23:00,車號：90-949，車次：第2車，時間：20:25-20:28,2012/3/1 上午 06:40:00,臺北市中正區寧波西街234號旁,121.514214,25.02955
垃圾清運點：臺北市中正區三元街158號前,2010/11/8 下午 06:23:00,車號：90-949，車次：第2車，時間：20:34-20:36,2012/3/1 上午 06:40:00,臺北市中正區三元街158號前,121.510425,25.028321
垃圾清運點：臺北市中正區羅斯福路三段16號前,2010/12/3 上午 10:27:00,車號：92-960，車次：第2車，時間：20:14-20:18,2012/3/1 上午 06:40:00,臺北市中正區羅斯福路三段16號前,121.525029,25.023235
垃圾清運點：臺北市中正區汀州路二段125號前,2010/12/3 上午 10:15:00,車號：92-960，車次：第2車，時間：21:43-21:47,2012/3/1 上午 06:40:00,臺北市中正區汀州路二段125號前,121.519433,25.025084
垃圾清運點：臺北市中正區水源路31巷1號,2011/12/15 上午 10:12:00,車號：92-962，車次：第2車，時間：19:16~19:20,2012/3/1 上午 06:40:00,臺北市中正區水源路31巷1號,121.524434,25.017923
垃圾清運點：臺北市中正區水源路39之4號,2011/12/15 上午 10:12:00,車號：92-962，車次：第2車，時間：19:26~19:30,2012/3/1 上午 06:40:00,臺北市中正區水源路39之4號,121.527205,25.013728
垃圾清運點：臺北市中正區羅斯褔路四段138號邊,2010/11/8 下午 06:23:00,車號：92-962，車次：第3車，時間：21:58~22:02,2012/3/1 上午 06:40:00,臺北市中正區羅斯褔路四段138號邊,121.538828,25.005136
垃圾清運點：臺北市中正區信義路二段161號前,2010/12/2 下午 11:09:00,車號：93-001，車次：第1車，時間：18:23~18:28,2012/3/1 上午 06:41:00,臺北市中正區信義路二段161號前,121.5288274,25.03393
垃圾清運點：臺北市中正區仁愛路一段04號前,2011/3/30 下午 07:03:00,車號：93-580，車次：第1車，時間：18:12~18:18,2012/3/1 上午 06:41:00,臺北市中正區仁愛路一段04號前,121.521738,25.0385509
垃圾清運點：臺北市中正區牯嶺街132號旁,2010/11/8 下午 06:23:00,車號：93-581，車次：第1車，時間：17:11-17:15,2012/3/1 上午 06:41:00,臺北市中正區牯嶺街132號旁,121.518296,25.027487
垃圾清運點：臺北市中正區金華街47號前,2011/9/2 下午 06:51:00,車號：93-581，車次：第2車，時間：21-45-22:00,2012/3/1 上午 06:41:00,臺北市中正區金華街47號前,121.525895,25.030303
垃圾清運點：臺北市中正區師大路188號,2010/11/8 下午 06:23:00,車號：93-582，車次：第1車，時間：17:30~17:34,2012/3/1 上午 06:41:00,臺北市中正區師大路188號,121.524453,25.021171
垃圾清運點：臺北市中正區金門街34巷12號邊,2011/12/15 上午 10:13:00,車號：93-582，車次：第2車，時間：19:39~19:42,2012/3/1 上午 06:41:00,臺北市中正區金門街34巷12號邊,121.521843,25.021889
垃圾清運點：臺北市中正區南昌路二段96號前,2010/11/30 上午 10:50:00,車號：95-025，車次：第1車，時間：18:02-18:07,2012/3/1 上午 06:41:00,臺北市中正區南昌路二段96號前,121.521757,25.026161
垃圾清運點：臺北市中正區羅斯褔路一段121號,2010/11/8 下午 06:23:00,車號：95-025，車次：第2車，時間：21:10-21:14,2012/3/1 上午 06:41:00,臺北市中正區羅斯褔路一段121號,121.520031,25.030746
垃圾清運點：臺北市中正區愛國東路60號前,2010/11/8 下午 06:23:00,車號：95-025，車次：第2車，時間：21:22-21:25,2012/3/1 上午 06:41:00,臺北市中正區愛國東路60號前,121.522621,25.032459
垃圾清運點：臺北市中正區重慶南路三段38號前,2010/11/30 上午 10:09:00,車號：96-034，車次：第1車，時間：17:42-17:45,2012/3/1 上午 06:41:00,臺北市中正區重慶南路三段38號前,121.515475,25.028411
垃圾清運點：臺北市中正區三元街8號前,2010/11/8 下午 06:23:00,車號：96-034，車次：第2車，時間：21:16-21:19,2012/3/1 上午 06:41:00,臺北市中正區三元街8號前,121.510425,25.028321
垃圾清運點：臺北市中正區南海路91號前,2010/11/8 下午 06:23:00,車號：96-034，車次：第2車，時間：21:23-21:26,2012/3/1 上午 06:41:00,臺北市中正區南海路91號前,121.512121,25.031325
垃圾清運點：臺北市內湖區潭美街507號旁,2010/11/8 下午 06:23:00,車號：86-964，車次：第1車，時間：17:31~17:32,2012/3/1 上午 06:41:00,臺北市內湖區潭美街507號旁,121.591701,25.060027
垃圾清運點：臺北市內湖區民權東路六段280巷45弄32號,2010/11/8 下午 06:23:00,車號：86-964，車次：第3車，時間：22:06~22:10,2012/3/1 上午 06:41:00,臺北市內湖區民權東路六段280巷45弄32號,121.606891,25.071121
垃圾清運點：臺北市文山區辛亥路四段21巷16號,2010/11/8 下午 06:23:00,車號：94-S377，車次：第3車，時間：22:04~22:05,2012/3/1 上午 06:44:00,臺北市文山區辛亥路四段21巷16號,121.559376,25.0091
垃圾清運點：臺北市文山區興隆路三段192巷8弄34號前,2010/12/2 下午 10:03:00,車號：94-S378，車次：第2車，時間：20:10~20:13,2012/3/1 上午 06:44:00,臺北市文山區興隆路三段192巷8弄34號前,121.557566,24.997946
垃圾清運點：臺北市文山區興隆路一段102巷15號前,2011/8/22 上午 10:16:00,車號：94-S379，車次：第1車，時間：17:22~17:25,2012/3/1 上午 06:44:00,臺北市文山區興隆路一段102巷15號前,121.541274,25.0023
垃圾清運點：臺北市文山區萬盛街62號前,2010/11/8 下午 06:23:00,車號：94-S379，車次：第3車，時間：21:50~21:54,2012/3/1 上午 06:44:00,臺北市文山區萬盛街62號前,121.540582,25.006229
垃圾清運點：臺北市文山區試院路4巷9號,2010/11/8 下午 06:23:00,車號：94-S380，車次：第2車，時間：19:41~19:43,2012/3/1 上午 06:44:00,臺北市文山區試院路4巷9號,121.550138,24.988678
垃圾清運點：臺北市文山區木新路三段95巷30號,2010/11/8 下午 06:23:00,車號：94-S380，車次：第3車，時間：22:08~22:10,2012/3/1 上午 06:44:00,臺北市文山區木新路三段95巷30號,121.563045,24.981095
垃圾清運點：臺北市文山區政大一街210巷47號,2011/1/18 上午 09:22:00,車號：94-S382，車次：第2車，時間：19:20~19:22,2012/3/1 上午 06:44:00,臺北市文山區政大一街210巷47號,121.58513,24.984833
垃圾清運點：臺北市文山區政大二街48號,2011/1/18 上午 09:24:00,車號：94-S382，車次：第2車，時間：19:31~19:33,2012/3/1 上午 06:44:00,臺北市文山區政大二街48號,121.584142,24.986711
垃圾清運點：臺北市文山區保儀路13巷22號,2010/11/8 下午 06:23:00,車號：94-S382，車次：第3車，時間：21:25~21:27,2012/3/1 上午 06:44:00,臺北市文山區保儀路13巷22號,121.5693,24.988336
垃圾清運點：臺北市文山區萬壽路61巷56號,2011/1/18 上午 10:37:00,車號：96-S408，車次：第1車，時間：14:36-14:37(一.五各收1次),2012/3/1 上午 06:44:00,臺北市文山區萬壽路61巷56號,121.590203,24.98656
垃圾清運點：臺北市文山區指南路三段40巷18之1號（金盆茶園公車迴轉處）,2011/8/22 上午 10:19:00,車號：96-S408，車次：第2車，時間：15:41~15:42,2012/3/1 上午 06:44:00,臺北市文山區指南路三段40巷18之1號（金盆茶園公車迴轉處）,121.5958,24.9677
垃圾清運點：臺北市文山區指南路三段38巷11之2號（有緣茶藝）,2011/8/22 上午 10:21:00,車號：96-S408，車次：第2車，時間：16:07~16:08,2012/3/1 上午 06:45:00,臺北市文山區指南路三段38巷11之2號（有緣茶藝）,121.5861,24.9752
垃圾清運點：臺北市文山區指南路三段34巷53之2號〈迺妙〉,2011/8/22 上午 10:27:00,車號：96-S408，車次：第3車，時間：18:28~18:29,2012/3/1 上午 06:45:00,臺北市文山區指南路三段34巷53之2號〈迺妙〉,121.5829,24.9656
垃圾清運點：臺北市文山區老泉街13號、15號、16之1號、23之3號,2010/11/8 下午 06:23:00,車號：96-S408，車次：第3車，時間：19:13~19:14,2012/3/1 上午 06:45:00,臺北市文山區老泉街13號、15號、16之1號、23之3號,121.561146,24.977852
垃圾清運點：臺北市北投區珠海路1號,2010/11/8 下午 06:23:00,車號：88-992，車次：第1車，時間：16:21~16:31,2012/3/1 上午 06:45:00,臺北市北投區珠海路1號,121.501525,25.137703
垃圾清運點：臺北市北投區稻香路185號,2010/11/8 下午 06:23:00,車號：88-992，車次：第2車，時間：18:02~18:03,2012/3/1 上午 06:45:00,臺北市北投區稻香路185號,121.488543,25.143401
垃圾清運點：臺北市北投區光明路238號前,2010/11/8 下午 06:23:00,車號：88-992，車次：第3車，時間：19:41~19:43,2012/3/1 上午 06:45:00,臺北市北投區光明路238號前,121.5598345,25.091075
垃圾清運點：臺北市北投區中央北路二段320巷口,2010/11/8 下午 06:23:00,車號：88-992，車次：第4車，時間：21:23~21:24,2012/3/1 上午 06:45:00,臺北市北投區中央北路二段320巷口,121.5598345,25.091075
垃圾清運點：臺北市北投區洲美街81巷,2010/11/8 下午 06:23:00,車號：90-906，車次：第1車，時間：18:09~18:11,2012/3/1 上午 06:45:00,臺北市北投區洲美街81巷,121.506023,25.097918
垃圾清運點：臺北市北投區中央北路三段92巷口,2011/11/8 上午 11:24:00,車號：90-906，車次：第2車，時間：19:55~19:59,2012/3/1 上午 06:45:00,臺北市北投區中央北路三段92巷口,121.4842148,25.1380419
垃圾清運點：臺北市北投區知行路245巷口,2010/11/8 下午 06:23:00,車號：90-906，車次：第3車，時間：21:47~21:51,2012/3/1 上午 06:45:00,臺北市北投區知行路245巷口,121.5598345,25.091075
垃圾清運點：臺北市北投區復興三路300巷13號前(回收車收運),2010/11/8 下午 06:23:00,車號：90-910，車次：第1車，時間：17:20~17:21,2012/3/1 上午 06:45:00,臺北市北投區復興三路300巷13號前(回收車收運),121.5598345,25.091075
垃圾清運點：臺北市北投區中央北路光明路口,2010/12/3 上午 08:48:00,車號：90-910，車次：第2車，時間：18:00~18:03,2012/3/1 上午 06:45:00,臺北市北投區中央北路光明路口,121.5015203,25.13346927
垃圾清運點：臺北市北投區大業路280巷9弄口,2010/11/8 下午 06:23:00,車號：90-910，車次：第3車，時間：19:41~19:43,2012/3/1 上午 06:45:00,臺北市北投區大業路280巷9弄口,121.499375,25.127465
垃圾清運點：臺北市北投區公館路89巷口,2010/11/8 下午 06:23:00,車號：90-910，車次：第4車，時間：21:00~21:04,2012/3/1 上午 06:45:00,臺北市北投區公館路89巷口,121.505067,25.13076
垃圾清運點：臺北市北投區東華街二段60號前,2011/7/28 下午 06:00:00,車號：92-994，車次：第二車，時間：19:15-19:20,2012/3/1 上午 06:45:00,臺北市北投區東華街二段60號前,121.5141018,25.1170434
垃圾清運點：臺北市北投區致遠一路二段71巷口,2011/7/28 下午 06:01:00,車號：92-994，車次：第三車，時間：21:30-21:35,2012/3/1 上午 06:45:00,臺北市北投區致遠一路二段71巷口,121.513011,25.112589
垃圾清運點：臺北市北投區西安街二段133號前,2011/7/28 下午 06:03:00,車號：92-995，車次：第二車，時間：19:52-19:54,2012/3/1 上午 06:45:00,臺北市北投區西安街二段133號前,121.512243,25.118728
垃圾清運點：臺北市中山區八德路二段158號(進安公園旁),2011/3/24 下午 03:10:00,車號：93-583，車次：第3車，時間：20:50~20:56,2012/3/1 上午 06:40:00,臺北市中山區八德路二段158號(進安公園旁),121.537703,25.046113
垃圾清運點：臺北市中山區八德路二段167巷16號(建興公園旁),2011/3/24 下午 02:56:00,車號：96-032，車次：第2車，時間：19:25~19:35,2012/3/1 上午 06:40:00,臺北市中山區八德路二段167巷16號(建興公園旁),121.537893,25.047581
垃圾清運點：臺北市中山區朱崙街36號(中興中學旁),2011/3/24 下午 02:57:00,車號：96-032，車次：第3車，時間：21:10~21:18,2012/3/1 上午 06:40:00,臺北市中山區朱崙街36號(中興中學旁),121.5413045,25.0498859
垃圾清運點：臺北市中山區民生東路二段57號前,2010/11/25 下午 12:32:00,車號：98-006，車次：第1車，時間：17:22~17:32,2012/3/1 上午 06:40:00,臺北市中山區民生東路二段57號前,121.529592,25.058146
垃圾清運點：臺北市中山區松江路261號前,2010/11/8 下午 06:23:00,車號：98-006，車次：第1車，時間：17:45~17:55,2012/3/1 上午 06:40:00,臺北市中山區松江路261號前,121.533053,25.057661
垃圾清運點：臺北市中正區忠孝東路二段93號,2010/11/8 下午 06:23:00,車號：88-978，車次：第3車，時間：21:35~21:42,2012/3/1 上午 06:40:00,臺北市中正區忠孝東路二段93號,121.530932,25.04306
垃圾清運點：臺北市中正區襄陽路19號,2010/11/8 下午 06:23:00,車號：90-936，車次：第1車，時間：17:10~17:15,2012/3/1 上午 06:40:00,臺北市中正區襄陽路19號,121.515396,25.043564
垃圾清運點：臺北市中正區中華路二段117號前,2011/3/28 下午 05:25:00,車號：90-949，車次：第1車，時間：18:22-18:25,2012/3/1 上午 06:40:00,臺北市中正區中華路二段117號前,121.50488,25.032379
垃圾清運點：臺北市中正區汀州路一段58號,2010/11/8 下午 06:23:00,車號：90-949，車次：第1車，時間：18:30-18:32,2012/3/1 上午 06:40:00,臺北市中正區汀州路一段58號,121.506245,25.031779
垃圾清運點：臺北市中正區泉州街32號旁,2010/11/8 下午 06:23:00,車號：90-949，車次：第2車，時間：20:00-20:03,2012/3/1 上午 06:40:00,臺北市中正區泉州街32號旁,121.514543,25.028296
垃圾清運點：臺北市中正區中華路二段481號前,2011/3/28 下午 05:26:00,車號：90-949，車次：第2車，時間：20:07-20:10,2012/3/1 上午 06:40:00,臺北市中正區中華路二段481號前,121.511584,25.024479
垃圾清運點：臺北市中正區愛國東路22號前,2011/9/2 下午 06:53:00,車號：92-960，車次：第1車，時間：17:51-17:53,2012/3/1 上午 06:40:00,臺北市中正區愛國東路22號前,121.522621,25.032459
垃圾清運點：臺北市中正區羅斯福路二段10號前,2010/12/3 上午 10:46:00,車號：92-960，車次：第1車，時間：18:29-18:33,2012/3/1 上午 06:40:00,臺北市中正區羅斯福路二段10號前,121.52102,25.02858
垃圾清運點：臺北市中正區金山南路一段21號,2010/11/8 下午 06:23:00,車號：92-961，車次：第1車，時間：16:50~16:55,2012/3/1 上午 06:40:00,臺北市中正區金山南路一段21號,121.529363,25.040391
垃圾清運點：臺北市中正區辛亥路一段5號,2011/12/15 上午 10:12:00,車號：92-962，車次：第3車，時間：20:45~20:48,2012/3/1 上午 06:40:00,臺北市中正區辛亥路一段5號,121.527711,25.018891
垃圾清運點：臺北市中正區羅斯褔路三段128巷33號,2011/12/15 上午 10:12:00,車號：92-962，車次：第3車，時間：20:56~20:59,2012/3/1 上午 06:40:00,臺北市中正區羅斯褔路三段128巷33號,121.538828,25.005136
垃圾清運點：臺北市中正區羅斯褔路四段2號,2011/12/15 上午 10:12:00,車號：92-962，車次：第3車，時間：21:40~21:43,2012/3/1 上午 06:40:00,臺北市中正區羅斯褔路四段2號,121.532818,25.015986
垃圾清運點：臺北市中正區金山南路一段73號前,2011/3/30 下午 07:01:00,車號：93-001，車次：第2車，時間：20:12~20:20,2012/3/1 上午 06:41:00,臺北市中正區金山南路一段73號前,121.5282269,25.037197
垃圾清運點：臺北市中正區仁愛路二段92號前,2011/8/15 下午 04:21:00,車號：93-580，車次：第1車，時間：17:45~17:50,2012/3/1 上午 06:41:00,臺北市中正區仁愛路二段92號前,121.531337,25.037982
垃圾清運點：臺北市中正區廈門街123號前,2010/11/8 下午 06:23:00,車號：93-581，車次：第1車，時間：17:31-17:35,2012/3/1 上午 06:41:00,臺北市中正區廈門街123號前,121.517426,25.024483
垃圾清運點：臺北市中正區同安街97巷1-1號,2010/11/8 下午 06:23:00,車號：93-582，車次：第1車，時間：17:41~17:45,2012/3/1 上午 06:41:00,臺北市中正區同安街97巷1-1號,121.520618,25.022243
垃圾清運點：臺北市中正區臺北市汀州路二段218號前(金門街口),2011/1/25 上午 04:29:00,車號：93-582，車次：第1車，時間：17:51~17:55,2012/3/1 上午 06:41:00,臺北市中正區臺北市汀州路二段218號前(金門街口),121.523974,25.022182
垃圾清運點：臺北市中正區汀州路三段101號,2011/12/15 上午 10:13:00,車號：93-582，車次：第2車，時間：19:16~19:20,2012/3/1 上午 06:41:00,臺北市中正區汀州路三段101號,121.529566,25.017144
垃圾清運點：臺北市中正區南昌路二段31號前,2011/9/2 下午 06:52:00,車號：95-025，車次：第1車，時間：18:45-18:49,2012/3/1 上午 06:41:00,臺北市中正區南昌路二段31號前,121.519844,25.028019
垃圾清運點：臺北市中正區汀州路二段70號,2010/11/8 下午 06:23:00,車號：95-025，車次：第2車，時間：20:40-20:44,2012/3/1 上午 06:41:00,臺北市中正區汀州路二段70號,121.518552,25.025075
垃圾清運點：臺北市中正區和平西路二段21號前,2010/11/30 上午 10:06:00,車號：96-034，車次：第1車，時間：17:57-17:59,2012/3/1 上午 06:41:00,臺北市中正區和平西路二段21號前,121.513478,25.028494
垃圾清運點：臺北市中正區中華路二段307巷1號旁,2011/3/31 上午 11:32:00,車號：96-034，車次：第2車，時間：21:31-21:34,2012/3/1 上午 06:41:00,臺北市中正區中華路二段307巷1號旁,121.505301,25.028892
垃圾清運點：臺北市中正區西藏路69號旁,2011/3/31 上午 11:32:00,車號：96-034，車次：第2車，時間：21:38-21:40,2012/3/1 上午 06:41:00,臺北市中正區西藏路69號旁,121.498659,25.029346
垃圾清運點：臺北市內湖區內湖路一段337號,2011/1/27 上午 11:28:00,車號：80-639，車次：第2車，時間：21:40~21:50,2012/3/1 上午 06:41:00,臺北市內湖區內湖路一段337號,121.5687036,25.0821852
垃圾清運點：臺北市士林區永公路245巷43弄32號,2010/12/13 下午 06:26:00,車號：94-398，車次：第1車，時間：17:16~17:20,2012/3/1 上午 06:35:00,臺北市士林區永公路245巷43弄32號,121.559911,25.12469
垃圾清運點：臺北市士林區仰德大道三段106巷8號,2010/12/13 下午 06:26:00,車號：94-398，車次：第1車，時間：17:45~17:55,2012/3/1 上午 06:35:00,臺北市士林區仰德大道三段106巷8號,121.553101,25.122317
垃圾清運點：臺北市士林區忠誠路二段46-1號前,2011/4/13 下午 05:02:00,車號：95-029，車次：第3車，時間：21:50~21:55,2012/3/1 上午 06:35:00,臺北市士林區忠誠路二段46-1號前,121.53034,25.110297
垃圾清運點：臺北市士林區通河東街一段17號,2010/12/13 下午 06:26:00,車號：96-s410，車次：第2車，時間：18:45~18:50,2012/3/1 上午 06:36:00,臺北市士林區通河東街一段17號,121.517068,25.082495
垃圾清運點：臺北市士林區通河街325巷3號,2010/12/13 下午 06:26:00,車號：96-s410，車次：第2車，時間：18:57~19:02,2012/3/1 上午 06:36:00,臺北市士林區通河街325巷3號,121.519306,25.082327
垃圾清運點：臺北市士林區通河東街二段15號前,2010/12/14 下午 05:13:00,車號：96-s410，車次：第3車，時間：21:16~21:21,2012/3/1 上午 06:36:00,臺北市士林區通河東街二段15號前,121.514831,25.091978
垃圾清運點：臺北市大同區重慶北路二段民生西路口,2011/5/23 上午 11:10:00,車號：81-498，車次：第2車，時間：20:12~20:16,2012/3/1 上午 06:36:00,臺北市大同區重慶北路二段民生西路口,121.5137914,25.05706449
垃圾清運點：臺北市大同區承德路一段77巷口,2011/5/23 上午 11:13:00,車號：81-498，車次：第3車，時間：22:00~22:03,2012/3/1 上午 06:36:00,臺北市大同區承德路一段77巷口,121.518161,25.052117
垃圾清運點：臺北市大同區承德路二段39號,2011/5/23 上午 11:13:00,車號：81-498，車次：第3車，時間：22:08~22:10,2012/3/1 上午 06:36:00,臺北市大同區承德路二段39號,121.518437,25.054667
